WESID,Q_RESP,Q1A,Q1B,Q1C,Q1D,Q1E,Q1F,Q1G,Q1H,Q1I,Q1J,Q1K,Q1L,Q1M,Q1N,Q1O,Q1P,Q1Q,Q1R,Q1S,Q1T,Q1U,Q2A,Q2B,Q2C,Q2D,Q2E,Q3,Q4A,Q4B,Q4C,Q4D,Q4E,Q4F,Q4G,Q4H,Q5A,Q5B,Q5C,Q5D,Q6,Q7A,Q7B,Q7C,Q8A,Q8B,Q8C,Q8D,Q8E,Q8ECODE,Q9A,Q10,Q11A,Q11B,Q12A,Q12B,Q12C,Q12D,Q12E,Q12F,Q12G,Q12H,Q12I,Q12J,Q12K,Q12L,Q12M,Q12N,Q13,Q14A1,Q14A2,Q14A3,Q14B1,Q14B2,Q14B3,Q14C1,Q14C2,Q14C3,Q14D1,Q14D2,Q14D3,Q15,Q15A,Q15B,Q16A1,Q16A2,Q16A3,Q16A4,Q16B1,Q16B2,Q16B3,Q16B4,Q16C1_1,Q16C1_2,Q16C1_3,Q16C1_4,Q16C2_1,Q16C2_2,Q16C2_3,Q16C2_4,Q16D1_1,Q16D1_2,Q16D1_3,Q16D1_4,Q16D2_1,Q16D2_2,Q16D2_3,Q16D2_4,Q16E1_1,Q16E1_2,Q16E1_3,Q16E1_4,Q16E2_1,Q16E2_2,Q16E2_3,Q16E2_4,Q16F1,Q16F2,Q16F3,Q16F4,Q16G1,Q16G2,Q16G3,Q16G4,Q16H1,Q16H2,Q16H3,Q16H4,Q16I1,Q16I2,Q16I4,Q16J1,Q16J2,Q16J4,Q16K1,Q16K2,Q16K3,Q16K4,Q16L1,Q16L2,Q16L3,Q16L4,Q18,Q19A,Q19B,Q19C,Q19D,Q19E,Q19F,Q19G,Q20A,Q20B,Q20C,Q20D,Q20E1,Q20E2,Q20F1,Q20F2,Q20G,Q20H1,Q20H2,Q20I,Q20J,Q20K,Q20L,Q20M,Q20N,Q21A1,Q21A2,Q21A3,Q21A4,Q21A5,Q21B1,Q21B2,Q21B3,Q21B4,Q21B5,Q21C1,Q21C2,Q21C3,Q21C4,Q21C5,Q21D1,Q21D2,Q21D3,Q21D4,Q21D5,Q21E1,Q21E2,Q21E3,Q21F1,Q21F2,Q21F3,Q21G1,Q21G2,Q21G3,Q21H1,Q21H2,Q21H3,Q21I1,Q21I2,Q21I3,Q21J1,Q21J2,Q21J3,Q21K1,Q21K2,Q21K3,ENROLL,PCTFREE,Q24B,Q24C,PCTMALE,Q24E,Q24F,Q24G,Q25,CATG_FTE,Q26B1,Q26B2,Q26C1,Q26C2,Q27,Q28,Q29,Q30A,Q30B,Q31A1,Q31A2,Q31B1,Q31B2,Q31C1,Q31C2,ACCESS,MONITOR,PARINV,CRISPLAN,STUCOMP,SCHLCOMP,REGPOL,LIMITS,NUMDEATH,INCIDENT,POLINC,HATECRIM,GANGINC,VIOLINC,POLINCV,HATECRMV,GANGINCV,SERVIOL,SERPOLV,SERHATEV,SERGANGV,SRATIO,Q21A6P,Q21B6P,Q21C6P,Q21D6P,Q21E6P,Q21F6P,Q21G6P,Q21H6P,Q21I6P,Q21J6P,Q21K6P,Q21A6,Q21B6,Q21C6,Q21D6,PCTMINOR,LEVEL,URBAN,FWT,FWT1,FWT2,FWT3,FWT4,FWT5,FWT6,FWT7,FWT8,FWT9,FWT10,FWT11,FWT12,FWT13,FWT14,FWT15,FWT16,FWT17,FWT18,FWT19,FWT20,FWT21,FWT22,FWT23,FWT24,FWT25,FWT26,FWT27,FWT28,FWT29,FWT30,FWT31,FWT32,FWT33,FWT34,FWT35,FWT36,FWT37,FWT38,FWT39,FWT40,FWT41,FWT42,FWT43,FWT44,FWT45,FWT46,FWT47,FWT48,FWT49,FWT50,STR_SOCS,Q2A_FL,Q2B_FL,Q2D_FL,Q2E_FL,Q9A_FL,Q10_FL,Q13_FL,Q14A1_FL,Q14A2_FL,Q14A3_FL,Q14B1_FL,Q14B2_FL,Q14B3_FL,Q14C1_FL,Q14C2_FL,Q14C3_FL,Q14D1_FL,Q14D2_FL,Q14D3_FL,Q15_FL,Q15A_FL,Q15B_FL,Q16B2_FL,Q16B3_FL,Q16B4_FL,Q16C12FL,Q16C13FL,Q16C14FL,Q16C22FL,Q16C23FL,Q16C24FL,Q16D12FL,Q16D13FL,Q16D14FL,Q16D22FL,Q16D23FL,Q16D24FL,Q16E12FL,Q16E13FL,Q16E14FL,Q16E22FL,Q16E23FL,Q16E24FL,Q16F2_FL,Q16F3_FL,Q16F4_FL,Q16G2_FL,Q16G3_FL,Q16G4_FL,Q16H2_FL,Q16H3_FL,Q16H4_FL,Q16I2_FL,Q16I4_FL,Q16J2_FL,Q16J4_FL,Q16K2_FL,Q16K3_FL,Q16K4_FL,Q16L2_FL,Q16L3_FL,Q16L4_FL,Q19A_FL,Q19B_FL,Q19C_FL,Q19D_FL,Q19E_FL,Q19F_FL,Q19G_FL,Q21A1_FL,Q21A2_FL,Q21A3_FL,Q21A4_FL,Q21A5_FL,Q21B1_FL,Q21B2_FL,Q21B3_FL,Q21B4_FL,Q21B5_FL,Q21C1_FL,Q21C2_FL,Q21C3_FL,Q21C4_FL,Q21C5_FL,Q21D1_FL,Q21D2_FL,Q21D3_FL,Q21D4_FL,Q21D5_FL,Q21E1_FL,Q21E2_FL,Q21E3_FL,Q21F1_FL,Q21F2_FL,Q21F3_FL,Q21G1_FL,Q21G2_FL,Q21G3_FL,Q21H1_FL,Q21H2_FL,Q21H3_FL,Q21I1_FL,Q21I2_FL,Q21I3_FL,Q21J1_FL,Q21J2_FL,Q21J3_FL,Q21K1_FL,Q21K2_FL,Q21K3_FL,Q24B_FL,Q24C_FL,Q24E_FL,Q24F_FL,Q24G_FL,Q26A1_FL,Q26A2_FL,Q29_FL,REGPOLFL,Q8ETEXT
3443,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,-1,1,2,-1,-1,3,2,2,3,3,3,2,3,3,2,3,2,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,4,2,4,5,4,5,5,2,4,2,2,2,2,2,2,3,3,3,3,4,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,15,50,70,1,3,1,0,1,1,3,1,3,60,20,8,18,5,22,8,9,4,1,1,5,8,4,2,0,-1,30,3,0,0,25,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,108.7839061,113.3040839,114.2446394,112.260535,113.2987651,112.7334372,108.547404,113.3958984,108.4766117,111.1047794,108.319547,108.2889757,109.9537289,108.6986019,115.1604647,112.4604264,111.0862882,111.9774606,110.8615088,110.7146147,110.8585678,111.1778429,110.9053771,112.8900042,115.9166996,110.7325178,111.2582367,108.2470639,114.0134601,113.7025549,112.6093879,110.7891228,109.3515127,108.4145736,107.0963349,112.3545163,0,107.8957676,110.7697788,111.3651774,114.1784357,109.1011673,113.6503009,115.7531038,108.5979113,107.8092251,111.5719274,108.2497775,106.7413137,108.3590224,109.2952024,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3445,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,1,1,-9,-9,-9,-9,-1,40,1,10,2,2,1,2,3,2,2,1,-9,-9,2,2,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,5,0,0,1,1,0,0,4,4,2,0,0,0,0,0,2,0,0,0,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,0,2,2,0,0,1,4,4,4,5,4,5,5,3,3,4,2,3,3,-9,3,3,-9,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,7,3,70,40,70,4,2,1,-9,2,-9,2,1,4,10,9,8,14,8,11,5,24,4,3,3,5,5,4,2,-9,-1,26,16,2,0,17,10,2,0,8,1,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,3,4,14.6928596,14.7740255,14.8794898,15.2046448,14.9535208,14.8721479,14.8406883,14.5897421,15.0334899,15.1012136,15.2301829,15.1157109,15.0976522,15.1196065,0,14.8784742,14.8571332,14.9498894,14.865923,15.0786468,14.9088507,14.9916957,14.9804012,15.0451364,14.8172064,15.0439418,15.001346,15.0628071,15.0986546,14.9563516,14.8599388,14.8614382,14.8377076,14.8231476,15.0262776,15.3350831,15.1556638,15.215145,15.1944168,15.2199465,14.9178238,15.0430712,14.9913169,14.9958386,14.9437355,14.9965823,15.0000627,15.0472926,14.9438332,14.8831747,14.9226573,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3446,1,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,1,2,2,2,2,1,2,2,-1,2,2,-1,-1,2,3,3,3,3,3,2,2,2,3,3,3,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,4,1,4,4,1,4,5,2,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,11,1,6,50,75,6,1,1,0,2,0,3,1,1,26,26,8,14,5,17,7,26,2,1,2,5,-1,0,2,0,-1,12,2,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,50.4014859,51.227124,52.3005685,55.1637293,51.7950515,50.0304217,51.5070666,49.7798607,51.1233935,51.3151261,51.6477937,50.2618193,50.6911896,50.7691334,51.6084385,51.9801886,51.5310571,52.2594824,51.8025176,50.6154253,50.6332282,52.1063067,51.5526521,51.0799514,52.4601482,53.7076885,51.0893893,50.0940015,50.5507549,51.1880357,50.5595779,50.6377538,50.3570842,51.0795917,50.6633333,51.36172,52.6212514,50.8570304,51.5080224,51.1928724,52.7283251,50.9635664,51.1711566,0,49.7015372,52.8402348,50.6709092,52.8723756,49.8380595,50.5743358,54.4111514,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3449,2,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,-9,1,2,2,1,2,1,2,2,-1,20,1,45,8,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,80,0,0,0,0,0,0,0,15,0,0,0,50,0,0,0,0,0,0,0,1,1,0,0,2,1,0,2,1,0,15,0,0,0,3,0,0,0,0,4,2,4,4,3,5,4,2,3,3,3,2,3,4,3,3,3,4,3,4,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0,4,12,2,2,1,1,1,10,47,15,7,2,1,0,3,0,4,1,2,35,27,8,12,5,19,4,12,4,5,2,5,7,-9,2,0,-1,176,5,0,0,103,2,0,0,15,0,0,0,1,0,0,2,2,2,2,8,0,0,0,16,0,0,2,2,2,2,2,22.9708495,23.3804736,23.4499829,23.555034,23.7202078,23.445202,23.4362966,23.5186481,22.9856193,23.3170033,23.3360792,24.2558415,22.7346745,23.8676135,24.2056981,23.6152437,24.061034,23.6170917,23.7998757,23.1152497,23.3397481,23.9312903,23.2351375,23.1909143,23.2842965,23.2438133,23.6523124,23.7324572,23.2124942,23.5950713,0,23.3283549,23.1239759,23.2641693,23.1750169,23.0040811,23.6284958,22.7394883,23.7493332,23.6224697,23.7049222,23.5755651,23.8826281,22.8888145,23.2004734,22.980294,23.462263,23.9963713,23.5108924,22.9599986,23.2037006,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3451,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,1,1,1,2,2,2,1,2,1,2,0,2,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,4,4,4,4,4,4,4,4,3,4,2,4,4,2,3,3,3,4,3,3,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,8,2,5,39,60,0,2,2,1,2,0,4,1,5,51,35,8,9,5,17,4,28,4,1,3,5,-1,2,2,0,-1,5,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,129.0575429,133.6736658,129.7868808,134.6214439,135.6777245,134.345293,0,132.5319868,135.8593862,133.4883891,132.5248404,128.9436236,134.1528095,133.7047836,131.8236454,132.3722372,133.7336668,131.2430843,133.820743,128.4862736,134.6957496,131.0712209,131.9536089,131.1605088,130.7201834,134.7474389,132.1172777,131.1613469,130.7116304,131.560213,128.9748291,130.8726428,129.3967111,129.2323409,132.3666065,130.5905059,129.5462983,130.6748366,132.25827,128.7803467,128.5763998,126.6858294,130.3696964,129.5155568,130.8992501,131.8288333,131.5981663,132.0188128,131.1018972,132.0378787,133.9971122,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Board meeting
3452,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,2,-1,0,1,1,10,2,1,2,3,3,3,2,3,1,2,1,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,2,2,1,4,4,2,3,-9,4,4,4,4,3,3,3,4,3,3,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,15,2,5,50,80,10,2,2,0,2,0,2,1,1,25,15,8,19,8,17,5,25,4,3,4,2,7,5,2,3,-1,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,39.4907256,41.1207375,41.7431803,41.2653385,41.6011467,39.6187566,40.566403,40.0376444,40.2585002,39.0319649,39.94049,39.9087433,39.9246262,40.1948908,40.2896631,39.2849108,0,39.3010758,40.3226161,40.3808342,40.0981964,39.8238311,40.0936171,40.8551019,41.3992464,41.6565507,38.9985727,39.4865063,40.2378666,39.5383061,39.0583866,40.5484547,39.6084659,38.2743415,40.2537488,40.092024,40.3427945,40.1441909,40.8738259,40.5198526,41.6188255,40.1585834,40.8047448,41.5268999,39.8428952,41.7269564,40.8791352,41.2987442,40.2566315,38.9853763,41.0051243,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3453,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,2,1,2,2,-1,0,1,3,24,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,4,4,4,5,4,5,5,2,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,8,3,1,0,6,1,23,70,95,7,2,2,1,3,1,3,1,0,12,5,8,19,5,26,5,24,4,3,3,5,8,2,2,0,-1,6,3,0,0,1,0,0,0,1,0,0,0,2,0,2,0,1,1,0,6,0,0,0,10,0,2,0,1,3,3,2,15.9358832,0,16.3651946,16.3685254,16.4331497,16.4517055,16.8440398,16.5618654,15.588129,16.3745128,16.2302395,16.2812428,16.4839942,15.6055492,16.2046174,16.2098539,16.5003056,16.3233639,16.1199081,16.7476963,16.4294577,15.9406888,16.2770854,16.135598,16.1970316,16.4607947,16.2368004,15.8391798,16.1726736,15.9184838,16.1830729,16.0361337,16.5786069,16.5068733,16.1621689,16.2024942,15.9570018,16.3680039,16.3705364,16.2958299,16.5644478,16.3634914,15.7293489,15.6288233,16.3941008,16.1093032,16.4735531,16.2007268,16.5480483,16.5894335,16.5007733,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3454,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,-1,-1,2,-1,-1,3,3,3,3,3,3,3,3,3,3,3,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,4,5,5,2,2,2,2,2,2,1,2,2,3,2,3,3,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,8,2,9,50,50,6,2,0,1,1,0,3,1,1,0,0,8,18,5,18,5,1,4,1,1,3,1,4,1,1,-1,5,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,108.7839061,113.3040839,114.2446394,112.260535,113.2987651,112.7334372,108.547404,113.3958984,108.4766117,111.1047794,108.319547,108.2889757,109.9537289,108.6986019,115.1604647,112.4604264,111.0862882,111.9774606,110.8615088,110.7146147,110.8585678,111.1778429,110.9053771,112.8900042,115.9166996,110.7325178,111.2582367,108.2470639,114.0134601,113.7025549,112.6093879,110.7891228,109.3515127,108.4145736,107.0963349,112.3545163,114.515156,107.8957676,110.7697788,111.3651774,114.1784357,109.1011673,113.6503009,115.7531038,108.5979113,107.8092251,0,108.2497775,106.7413137,108.3590224,109.2952024,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3455,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,2,2,-1,5,1,40,3,3,2,3,3,3,3,2,3,3,3,3,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,4,2,4,4,4,5,5,4,3,1,3,4,3,1,3,3,3,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,12,2,14,65,90,8,2,1,0,1,0,3,1,1,17,16,8,18,5,18,6,29,3,2,3,5,7,5,2,3,-1,22,5,1,0,15,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,3,3,3,22.7989181,23.5147762,23.3432033,23.559971,0,22.353251,23.1198752,23.8737657,23.5365759,22.9275425,23.4982915,23.3835566,23.5830868,23.3262805,23.4206446,23.1764251,22.7379377,22.8703022,22.9466791,23.3661927,23.2055357,22.4651002,22.9724157,23.1771444,22.6830401,22.9163495,23.3464552,23.1293025,23.8234393,23.8703433,23.7368126,23.5740936,22.6855254,23.0815814,23.6446471,24.1363681,23.8516305,22.9265291,23.2483531,22.9125581,22.9929173,23.1322526,23.3182631,22.7949941,23.1475576,22.9671616,23.0086102,23.3800601,23.85565,23.3671494,23.4161111,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,
3456,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,-1,40,1,90,1,3,2,3,3,3,2,3,3,2,3,3,2,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,12,12,0,10,3,0,0,1,0,0,0,1,4,4,4,5,4,5,5,3,4,4,3,2,3,4,3,3,3,3,3,2,3,3,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,2,0,12,0,0,10,0,0,5,0,0,3,3,0,44,4,2,4,14,2,5,48,95,3,3,5,0,12,1,3,1,1,25,10,8,19,5,31,6,22,1,2,1,4,6,3,2,0,-1,64,48,0,0,35,28,0,0,0,0,0,0,2,1,1,0,1,0,12,14,10,5,3,47,1,1,0,1,3,3,1,8.633495,9.007592,8.9163799,8.8118888,8.8605938,8.8400606,8.6954919,8.8356077,8.8799967,8.848183,8.5777214,8.7878813,8.8503658,8.6902159,8.8278028,8.8869192,8.8081524,8.7844517,8.804386,8.6369681,8.7960843,8.901501,8.6734392,8.7049129,8.7903875,8.913466,8.7317359,8.9245884,8.6385335,8.9651057,8.7718963,8.7308194,8.8247736,8.8078066,8.8509235,8.8459429,8.6997741,8.816711,8.8100714,8.8446673,8.8312207,8.8439911,0,8.6522456,8.8705088,8.8926271,8.7586884,8.8243201,8.8042444,8.9553165,8.87319,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
